procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 12769780  11648  98556    0    0     0     0    6   36  0  0 100  0  0
 0  0      0 12769780  11648  98556    0    0     0     0    2   22  0  0 100  0  0
 0  0      0 12769696  11656  98568    0    0     0    32   10   45  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 12769696  11656  98568    0    0     0     0    2   22  0  0 100  0  0
 0  0      0 12769696  11656  98568    0    0     0     0    3   25  0  0 100  0  0
 0  0      0 12769696  11656  98568    0    0     0     0    2   20  0  0 100  0  0
 0  0      0 12769696  11656  98568    0    0     0     0    2   25  0  0 100  0  0
 0  0      0 12769696  11656  98568    0    0     0     0    2   20  0  0 100  0  0
 0  0      0 12769696  11664  98560    0    0     0    12    6   54  0  0 100  0  0
 0  0      0 12769696  11664  98560    0    0     0     0    3   22  0  0 100  0  0
 0  0      0 12769696  11664  98560    0    0     0     0    2   22  0  0 100  0  0
 0  0      0 12769696  11664  98560    0    0     0     0    2   22  0  0 100  0  0
 0  0      0 12769696  11664  98560    0    0     0     0    2   22  0  0 100  0  0
 0  0      0 12769696  11664  98560    0    0     0     0    2   20  0  0 100  0  0
 0  0      0 12769696  11672  98568    0    0     0    12    8   41  0  0 100  0  0
 0  0      0 12769696  11672  98568    0    0     0     0    2   20  0  0 100  0  0
 0  0      0 12769696  11672  98568    0    0     0    24    2   24  0  0 100  0  0
 0  0      0 12769696  11672  98568    0    0     0     0  125  531  0  0 100  0  0
 0  0      0 12769696  11672  98568    0    0     0     0    2   22  0  0 100  0  0
 0  0      0 12769696  11672  98568    0    0     0     0    2   20  0  0 100  0  0
 0  0      0 12769696  11680  98568    0    0     0    16    6   32  0  0 100  0  0
 0  0      0 12769696  11680  98568    0    0     0     4    2   22  0  0 100  0  0
 0  0      0 12769696  11680  98568    0    0     0     0    2   25  0  0 100  0  0
 0  0      0 12769696  11680  98568    0    0     0     0    2   18  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 12769696  11680  98568    0    0     0     0    3   26  0  0 100  0  0
 0  0      0 12769696  11680  98568    0    0     0     0    2   22  0  0 100  0  0
 0  0      0 12769696  11688  98568    0    0     0    28    5   32  0  0 100  0  0
 0  0      0 12769696  11688  98568    0    0     0     0    4   36  0  0 100  0  0
 0  0      0 12769696  11688  98568    0    0     0     0    2   20  0  0 100  0  0
 0  0      0 12769696  11688  98568    0    0     0     0    2   22  0  0 100  0  0
 0  0      0 12769696  11688  98568    0    0     0     0    2   20  0  0 100  0  0
 0  0      0 12769696  11688  98568    0    0     0     0    3   24  0  0 100  0  0
 0  0      0 12769696  11696  98568    0    0     0    20    7   37  0  0 100  0  0
 0  0      0 12769696  11696  98568    0    0     0     0    2   22  0  0 100  0  0
 0  0      0 12769696  11696  98568    0    0     0     0    2   22  0  0 100  0  0
 1  0      0 12769696  11696  98568    0    0     0     0    3   22  0  0 100  0  0
 0  0      0 12769696  11696  98568    0    0     0     0    3   24  0  0 100  0  0
 0  0      0 12769696  11696  98568    0    0     0     0    2   22  0  0 100  0  0
 0  0      0 12769696  11704  98560    0    0     0    12    5   32  0  0 100  0  0
 0  0      0 12769696  11704  98560    0    0     0     0    2   22  0  0 100  0  0
 0  0      0 12769696  11704  98560    0    0     0     0    2   20  0  0 100  0  0
 0  0      0 12769696  11704  98560    0    0     0     0    2   24  0  0 100  0  0
 0  0      0 12769696  11704  98560    0    0     0     0    2   20  0  0 100  0  0
 0  0      0 12769696  11704  98568    0    0     0     0    2   25  0  0 100  0  0
 0  0      0 12769696  11712  98560    0    0     0    12    5   30  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 12769696  11712  98560    0    0     0     0    2   24  0  0 100  0  0
 0  0      0 12769696  11712  98560    0    0     0     0    2   22  0  0 100  0  0
 0  0      0 12769696  11712  98560    0    0     0     0    3   22  0  0 100  0  0
 0  0      0 12769696  11712  98560    0    0     0     0    2   20  0  0 100  0  0
 0  0      0 12769696  11712  98560    0    0     0     0    3   20  0  0 100  0  0
 0  0      0 12769696  11720  98572    0    0     0    12    6   37  0  0 100  0  0
 0  0      0 12769696  11720  98572    0    0     0    16    2   22  0  0 100  0  0
 0  0      0 12769696  11720  98572    0    0     0     0    3   26  0  0 100  0  0
 0  0      0 12769696  11720  98572    0    0     0     0    2   22  0  0 100  0  0
 0  0      0 12769696  11720  98572    0    0     0     0    2   24  0  0 100  0  0
 0  0      0 12769696  11720  98572    0    0     0     0    2   20  0  0 100  0  0
 0  0      0 12769696  11728  98572    0    0     0    12    5   34  0  0 100  0  0
 0  0      0 12769696  11728  98572    0    0     0     0    3   24  0  0 100  0  0
 0  0      0 12769696  11728  98572    0    0     0     0    2   22  0  0 100  0  0
 0  0      0 12769696  11728  98572    0    0     0     0    2   20  0  0 100  0  0
 0  0      0 12769696  11728  98572    0    0     0     0    3   32  0  0 100  0  0
 0  0      0 12769696  11728  98572    0    0     0     8    2   22  0  0 100  0  0
 0  0      0 12769696  11736  98572    0    0     0    20    5   32  0  0 100  0  0
 0  0      0 12769696  11736  98572    0    0     0     0    3   20  0  0 100  0  0
 1  0      0 12769696  11736  98572    0    0     0     0    2   22  0  0 100  0  0
 0  0      0 12769696  11736  98572    0    0     0     0    3   20  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 12769696  11736  98572    0    0     0     0    2   24  0  0 100  0  0
 0  0      0 12769696  11736  98572    0    0     0     0    2   22  0  0 100  0  0
 0  0      0 12769696  11744  98564    0    0     0    12    6   34  0  0 100  0  0
 0  0      0 12769696  11744  98564    0    0     0     0    2   22  0  0 100  0  0
 0  0      0 12769696  11744  98564    0    0     0     0    2   22  0  0 100  0  0
 0  0      0 12769696  11744  98564    0    0     0     0    2   24  0  0 100  0  0
 0  0      0 12769696  11744  98564    0    0     0     0    2   22  0  0 100  0  0
 0  0      0 12769696  11744  98572    0    0     0     0    4   27  0  0 100  0  0
 0  0      0 12769696  11752  98564    0    0     0    12    6   34  0  0 100  0  0
 0  0      0 12769696  11752  98564    0    0     0     0    2   18  0  0 100  0  0
 0  0      0 12769696  11752  98564    0    0     0     0    2   24  0  0 100  0  0
 0  0      0 12769696  11752  98564    0    0     0     0    2   20  0  0 100  0  0
 0  0      0 12769696  11752  98564    0    0     0     0    2   20  0  0 100  0  0
 0  0      0 12769696  11752  98564    0    0     0     0    3   24  0  0 100  0  0
 0  0      0 12769696  11760  98572    0    0     0    12    5   33  0  0 100  0  0
 0  0      0 12769696  11760  98572    0    0     0     0    2   22  0  0 100  0  0
 0  0      0 12769696  11760  98572    0    0     0     0    6   30  0  0 100  0  0
 0  0      0 12769696  11760  98572    0    0     0     0   10   40  0  0 100  0  0
